,,,NumberofStudents,NumberofStudents,NumberofStudents
,,,min,max,mean
District,SchoolType,BirthYear,,,
Wierzchowo,Przedszkole,2012,15,15,15.0
Wierzchowo,Przedszkole,2013,17,17,17.0
Wierzchowo,Przedszkole,2014,17,17,17.0
Wierzchowo,Przedszkole,2015,19,19,19.0
Wierzchowo,Szkoła podstawowa,2006,45,45,45.0
Wierzchowo,Szkoła podstawowa,2007,48,48,48.0
Wierzchowo,Szkoła podstawowa,2008,48,48,48.0
Wierzchowo,Szkoła podstawowa,2009,45,45,45.0
Wierzchowo,Szkoła podstawowa,2010,51,51,51.0
Wierzchowo,Szkoła podstawowa,2011,42,42,42.0
Wietrzychowice,Gimnazjum,2003,1,1,1.0
Wietrzychowice,Gimnazjum,2004,1,1,1.0
Wietrzychowice,Gimnazjum,2005,1,1,1.0
Wietrzychowice,Szkoła podstawowa,2006,5,5,5.0
Wietrzychowice,Szkoła podstawowa,2007,4,4,4.0
Wietrzychowice,Szkoła podstawowa,2008,3,3,3.0
Wietrzychowice,Szkoła podstawowa,2009,4,4,4.0
Wietrzychowice,Szkoła podstawowa,2010,3,3,3.0
Wietrzychowice,Szkoła podstawowa,2011,4,4,4.0
Wijewo,Przedszkole,2012,42,42,42.0
Wijewo,Przedszkole,2013,39,39,39.0
Wijewo,Przedszkole,2014,34,34,34.0
Wijewo,Przedszkole,2015,36,36,36.0
Wijewo,Szkoła podstawowa,2006,30,39,34.5
Wijewo,Szkoła podstawowa,2007,30,39,34.5
Wijewo,Szkoła podstawowa,2008,31,41,36.0
Wijewo,Szkoła podstawowa,2009,26,35,30.5
Wijewo,Szkoła podstawowa,2010,23,30,26.5
Wijewo,Szkoła podstawowa,2011,25,33,29.0
Wilamowice,Przedszkole,2012,6,54,26.0
Wilamowice,Przedszkole,2013,7,57,27.333333333333332
Wilamowice,Przedszkole,2014,7,59,28.333333333333332
Wilamowice,Przedszkole,2015,7,57,27.333333333333332
Wilamowice,Szkoła podstawowa,2006,44,98,71.0
Wilamowice,Szkoła podstawowa,2007,44,98,71.0
Wilamowice,Szkoła podstawowa,2008,44,98,71.0
Wilamowice,Szkoła podstawowa,2009,42,92,67.0
Wilamowice,Szkoła podstawowa,2010,42,92,67.0
Wilamowice,Szkoła podstawowa,2011,42,92,67.0
Wilczyce,Szkoła podstawowa,2006,8,23,14.75
Wilczyce,Szkoła podstawowa,2007,9,26,16.5
Wilczyce,Szkoła podstawowa,2008,7,21,13.0
Wilczyce,Szkoła podstawowa,2009,6,18,11.25
Wilczyce,Szkoła podstawowa,2010,6,19,12.0
Wilczyce,Szkoła podstawowa,2011,7,21,13.0
Wilczyn,Przedszkole,2012,33,33,33.0
Wilczyn,Przedszkole,2013,29,29,29.0
Wilczyn,Przedszkole,2014,34,34,34.0
Wilczyn,Przedszkole,2015,35,35,35.0
Wilczyn,Szkoła podstawowa,2006,14,89,51.5
Wilczyn,Szkoła podstawowa,2007,15,94,54.5
Wilczyn,Szkoła podstawowa,2008,15,94,54.5
Wilczyn,Szkoła podstawowa,2009,15,94,54.5
Wilczyn,Szkoła podstawowa,2010,13,78,45.5
Wilczyn,Szkoła podstawowa,2011,12,73,42.5
Wilczęta,Szkoła podstawowa,2006,16,24,20.0
Wilczęta,Szkoła podstawowa,2007,17,25,21.0
Wilczęta,Szkoła podstawowa,2008,16,24,20.0
Wilczęta,Szkoła podstawowa,2009,16,24,20.0
Wilczęta,Szkoła podstawowa,2010,17,25,21.0
Wilczęta,Szkoła podstawowa,2011,18,27,22.5
Wilga,Przedszkole,2012,24,24,24.0
Wilga,Przedszkole,2013,22,22,22.0
Wilga,Przedszkole,2014,22,22,22.0
Wilga,Przedszkole,2015,24,24,24.0
Wilga,Szkoła podstawowa,2006,11,45,22.25
Wilga,Szkoła podstawowa,2007,11,42,21.0
Wilga,Szkoła podstawowa,2008,11,45,22.25
Wilga,Szkoła podstawowa,2009,11,42,21.0
Wilga,Szkoła podstawowa,2010,11,42,21.0
Wilga,Szkoła podstawowa,2011,11,45,22.25
Wilkowice,Przedszkole,2012,7,34,17.0
Wilkowice,Przedszkole,2013,8,36,17.833333333333332
Wilkowice,Przedszkole,2014,8,36,17.833333333333332
Wilkowice,Przedszkole,2015,7,33,16.166666666666668
Wilkowice,Szkoła podstawowa,2006,30,53,43.0
Wilkowice,Szkoła podstawowa,2007,28,50,40.5
Wilkowice,Szkoła podstawowa,2008,25,44,35.75
Wilkowice,Szkoła podstawowa,2009,25,44,35.75
Wilkowice,Szkoła podstawowa,2010,25,44,35.75
Wilkowice,Szkoła podstawowa,2011,23,42,33.75
Wilkołaz,Przedszkole,2012,22,22,22.0
Wilkołaz,Przedszkole,2013,21,21,21.0
Wilkołaz,Przedszkole,2014,21,21,21.0
Wilkołaz,Przedszkole,2015,23,23,23.0
Wilkołaz,Szkoła podstawowa,2006,7,64,29.5
Wilkołaz,Szkoła podstawowa,2007,7,64,29.5
Wilkołaz,Szkoła podstawowa,2008,5,53,24.25
Wilkołaz,Szkoła podstawowa,2009,6,57,26.25
Wilkołaz,Szkoła podstawowa,2010,6,61,27.75
Wilkołaz,Szkoła podstawowa,2011,6,57,26.25
Wilków,Przedszkole,2012,5,5,5.0
Wilków,Przedszkole,2013,4,4,4.0
Wilków,Przedszkole,2014,5,5,5.0
Wilków,Przedszkole,2015,5,5,5.0
Wilków,Szkoła podstawowa,2006,4,20,11.2
Wilków,Szkoła podstawowa,2007,4,18,10.8
Wilków,Szkoła podstawowa,2008,3,16,9.2
Wilków,Szkoła podstawowa,2009,3,16,9.2
Wilków,Szkoła podstawowa,2010,3,16,8.6
Wilków,Szkoła podstawowa,2011,3,16,9.2
Winnica,Szkoła podstawowa,2006,22,22,22.0
Winnica,Szkoła podstawowa,2007,21,21,21.0
Winnica,Szkoła podstawowa,2008,20,20,20.0
Winnica,Szkoła podstawowa,2009,21,21,21.0
Winnica,Szkoła podstawowa,2010,20,20,20.0
Winnica,Szkoła podstawowa,2011,19,19,19.0
Wiskitki,Przedszkole,2012,8,8,8.0
Wiskitki,Przedszkole,2013,9,9,9.0
Wiskitki,Przedszkole,2014,9,9,9.0
Wiskitki,Przedszkole,2015,9,9,9.0
Wiskitki,Szkoła podstawowa,2006,18,44,29.333333333333332
Wiskitki,Szkoła podstawowa,2007,18,44,29.333333333333332
Wiskitki,Szkoła podstawowa,2008,17,41,27.333333333333332
Wiskitki,Szkoła podstawowa,2009,17,41,27.333333333333332
Wiskitki,Szkoła podstawowa,2010,15,36,24.0
Wiskitki,Szkoła podstawowa,2011,14,34,22.666666666666668
Wisznia Mała,Przedszkole,2012,5,11,7.666666666666667
Wisznia Mała,Przedszkole,2013,4,9,6.333333333333333
Wisznia Mała,Przedszkole,2014,4,9,6.333333333333333
Wisznia Mała,Przedszkole,2015,5,10,7.333333333333333
Wisznia Mała,Szkoła podstawowa,2006,45,53,49.0
Wisznia Mała,Szkoła podstawowa,2007,48,56,52.0
Wisznia Mała,Szkoła podstawowa,2008,45,53,49.0
Wisznia Mała,Szkoła podstawowa,2009,40,47,43.5
Wisznia Mała,Szkoła podstawowa,2010,35,41,38.0
Wisznia Mała,Szkoła podstawowa,2011,38,44,41.0
Wisznice,Gimnazjum,2003,16,16,16.0
Wisznice,Gimnazjum,2004,13,13,13.0
Wisznice,Gimnazjum,2005,14,14,14.0
Wisznice,Liceum ogólnokształcące,2000,34,34,34.0
Wisznice,Liceum ogólnokształcące,2001,36,36,36.0
Wisznice,Liceum ogólnokształcące,2002,40,40,40.0
Wisznice,Przedszkole,2012,4,4,4.0
Wisznice,Przedszkole,2013,4,4,4.0
Wisznice,Przedszkole,2014,4,4,4.0
Wisznice,Przedszkole,2015,5,5,5.0
Wisznice,Szkoła podstawowa,2006,5,57,18.6
Wisznice,Szkoła podstawowa,2007,5,60,19.8
Wisznice,Szkoła podstawowa,2008,4,48,15.8
Wisznice,Szkoła podstawowa,2009,3,42,13.8
Wisznice,Szkoła podstawowa,2010,4,45,14.6
Wisznice,Szkoła podstawowa,2011,4,45,14.6
Wisła,Przedszkole,2012,3,6,4.666666666666667
Wisła,Przedszkole,2013,3,6,4.666666666666667
Wisła,Przedszkole,2014,3,5,4.333333333333333
Wisła,Przedszkole,2015,3,6,4.666666666666667
Wisła,Szkoła podstawowa,2006,16,58,34.0
Wisła,Szkoła podstawowa,2007,15,55,32.0
Wisła,Szkoła podstawowa,2008,15,55,32.0
Wisła,Szkoła podstawowa,2009,16,58,34.0
Wisła,Szkoła podstawowa,2010,17,62,36.333333333333336
Wisła,Szkoła podstawowa,2011,16,58,34.0
Witkowo,Przedszkole,2012,3,74,20.0
Witkowo,Przedszkole,2013,3,77,21.0
Witkowo,Przedszkole,2014,3,77,21.0
Witkowo,Przedszkole,2015,3,80,21.666666666666668
Witkowo,Szkoła podstawowa,2006,5,88,59.0
Witkowo,Szkoła podstawowa,2007,5,99,66.0
Witkowo,Szkoła podstawowa,2008,5,93,62.333333333333336
Witkowo,Szkoła podstawowa,2009,5,93,62.333333333333336
Witkowo,Szkoła podstawowa,2010,5,88,59.0
Witkowo,Szkoła podstawowa,2011,4,82,54.666666666666664
Witnica,Szkoła podstawowa,2006,10,17,14.333333333333334
Witnica,Szkoła podstawowa,2007,10,17,14.333333333333334
Witnica,Szkoła podstawowa,2008,9,15,13.0
Witnica,Szkoła podstawowa,2009,8,14,12.0
Witnica,Szkoła podstawowa,2010,9,16,13.333333333333334
Witnica,Szkoła podstawowa,2011,9,16,13.333333333333334
Witonia,Przedszkole,2012,4,4,4.0
Witonia,Przedszkole,2013,5,5,5.0
Witonia,Przedszkole,2014,6,6,6.0
Witonia,Przedszkole,2015,6,6,6.0
Witonia,Szkoła podstawowa,2006,47,47,47.0
Witonia,Szkoła podstawowa,2007,50,50,50.0
Witonia,Szkoła podstawowa,2008,56,56,56.0
Witonia,Szkoła podstawowa,2009,50,50,50.0
Witonia,Szkoła podstawowa,2010,47,47,47.0
Witonia,Szkoła podstawowa,2011,44,44,44.0
Wizna,Szkoła podstawowa,2006,8,39,20.333333333333332
Wizna,Szkoła podstawowa,2007,8,41,21.333333333333332
Wizna,Szkoła podstawowa,2008,9,44,23.0
Wizna,Szkoła podstawowa,2009,9,44,23.0
Wizna,Szkoła podstawowa,2010,8,39,20.333333333333332
Wizna,Szkoła podstawowa,2011,7,36,18.666666666666668
Wiązowna,Przedszkole,2012,5,33,16.555555555555557
Wiązowna,Przedszkole,2013,5,35,17.11111111111111
Wiązowna,Przedszkole,2014,5,33,16.555555555555557
Wiązowna,Przedszkole,2015,5,32,16.0
Wiązowna,Szkoła podstawowa,2006,18,92,53.6
Wiązowna,Szkoła podstawowa,2007,19,98,57.0
Wiązowna,Szkoła podstawowa,2008,19,98,57.0
Wiązowna,Szkoła podstawowa,2009,18,92,53.6
Wiązowna,Szkoła podstawowa,2010,17,87,50.6
Wiązowna,Szkoła podstawowa,2011,15,76,44.2
Wiązownica,Przedszkole,2012,24,24,24.0
Wiązownica,Przedszkole,2013,21,21,21.0
Wiązownica,Przedszkole,2014,21,21,21.0
Wiązownica,Przedszkole,2015,22,22,22.0
Wiązownica,Szkoła podstawowa,2006,10,56,29.142857142857142
Wiązownica,Szkoła podstawowa,2007,10,59,30.857142857142858
Wiązownica,Szkoła podstawowa,2008,10,56,29.142857142857142
Wiązownica,Szkoła podstawowa,2009,10,56,29.142857142857142
Wiązownica,Szkoła podstawowa,2010,8,49,25.285714285714285
Wiązownica,Szkoła podstawowa,2011,8,49,25.285714285714285
Wiązów,Przedszkole,2012,43,43,43.0
Wiązów,Przedszkole,2013,47,47,47.0
Wiązów,Przedszkole,2014,43,43,43.0
Wiązów,Przedszkole,2015,48,48,48.0
Wiązów,Szkoła podstawowa,2006,12,79,37.333333333333336
Wiązów,Szkoła podstawowa,2007,12,79,37.333333333333336
Wiązów,Szkoła podstawowa,2008,12,79,37.333333333333336
Wiązów,Szkoła podstawowa,2009,11,70,33.333333333333336
Wiązów,Szkoła podstawowa,2010,10,65,31.0
Wiązów,Szkoła podstawowa,2011,10,65,31.0
Więcbork,Liceum ogólnokształcące,2000,45,45,45.0
Więcbork,Liceum ogólnokształcące,2001,45,45,45.0
Więcbork,Liceum ogólnokształcące,2002,45,45,45.0
Więcbork,Przedszkole,2012,58,58,58.0
Więcbork,Przedszkole,2013,55,55,55.0
Więcbork,Przedszkole,2014,58,58,58.0
Więcbork,Przedszkole,2015,60,60,60.0
Więcbork,Szkoła podstawowa,2006,13,70,36.42857142857143
Więcbork,Szkoła podstawowa,2007,13,70,36.42857142857143
Więcbork,Szkoła podstawowa,2008,13,70,36.42857142857143
Więcbork,Szkoła podstawowa,2009,12,62,32.42857142857143
Więcbork,Szkoła podstawowa,2010,11,58,30.428571428571427
Więcbork,Szkoła podstawowa,2011,10,54,28.142857142857142
Wińsko,Szkoła podstawowa,2006,13,27,19.333333333333332
Wińsko,Szkoła podstawowa,2007,12,25,18.0
Wińsko,Szkoła podstawowa,2008,12,25,18.0
Wińsko,Szkoła podstawowa,2009,12,25,18.0
Wińsko,Szkoła podstawowa,2010,12,24,17.333333333333332
Wińsko,Szkoła podstawowa,2011,12,24,17.333333333333332
Wiślica,Gimnazjum,2003,18,18,18.0
Wiślica,Gimnazjum,2004,19,19,19.0
Wiślica,Gimnazjum,2005,18,18,18.0
Wiślica,Szkoła podstawowa,2006,9,9,9.0
Wiślica,Szkoła podstawowa,2007,9,9,9.0
Wiślica,Szkoła podstawowa,2008,9,9,9.0
Wiślica,Szkoła podstawowa,2009,7,7,7.0
Wiślica,Szkoła podstawowa,2010,8,8,8.0
Wiślica,Szkoła podstawowa,2011,8,8,8.0
Wiśniew,Szkoła podstawowa,2006,22,25,23.5
Wiśniew,Szkoła podstawowa,2007,21,24,22.5
Wiśniew,Szkoła podstawowa,2008,16,18,17.0
Wiśniew,Szkoła podstawowa,2009,21,24,22.5
Wiśniew,Szkoła podstawowa,2010,21,24,22.5
Wiśniew,Szkoła podstawowa,2011,17,20,18.5
Wiśniewo,Szkoła podstawowa,2006,11,64,27.25
Wiśniewo,Szkoła podstawowa,2007,11,64,27.25
Wiśniewo,Szkoła podstawowa,2008,9,50,21.5
Wiśniewo,Szkoła podstawowa,2009,10,57,24.5
Wiśniewo,Szkoła podstawowa,2010,10,57,24.5
Wiśniewo,Szkoła podstawowa,2011,7,44,18.5
Wiśniowa,Przedszkole,2012,2,5,3.5
Wiśniowa,Przedszkole,2013,2,5,3.5
Wiśniowa,Przedszkole,2014,2,5,3.5
Wiśniowa,Przedszkole,2015,2,5,3.5
Wiśniowa,Szkoła podstawowa,2006,4,18,9.4
Wiśniowa,Szkoła podstawowa,2007,4,18,10.2
Wiśniowa,Szkoła podstawowa,2008,4,21,10.8
Wiśniowa,Szkoła podstawowa,2009,4,21,10.0
Wiśniowa,Szkoła podstawowa,2010,4,18,9.4
Wiśniowa,Szkoła podstawowa,2011,4,18,9.4
Wiżajny,Gimnazjum,2003,6,6,6.0
Wiżajny,Gimnazjum,2004,7,7,7.0
Wiżajny,Gimnazjum,2005,6,6,6.0
Wiżajny,Szkoła podstawowa,2006,36,36,36.0
Wiżajny,Szkoła podstawowa,2007,36,36,36.0
Wiżajny,Szkoła podstawowa,2008,34,34,34.0
Wiżajny,Szkoła podstawowa,2009,42,42,42.0
Wiżajny,Szkoła podstawowa,2010,38,38,38.0
Wiżajny,Szkoła podstawowa,2011,23,23,23.0
Wodynie,Szkoła podstawowa,2006,11,11,11.0
Wodynie,Szkoła podstawowa,2007,10,10,10.0
Wodynie,Szkoła podstawowa,2008,11,11,11.0
Wodynie,Szkoła podstawowa,2009,13,13,13.0
Wodynie,Szkoła podstawowa,2010,12,12,12.0
Wodynie,Szkoła podstawowa,2011,10,10,10.0
Wodzisław,Przedszkole,2012,16,16,16.0
Wodzisław,Przedszkole,2013,17,17,17.0
Wodzisław,Przedszkole,2014,17,17,17.0
Wodzisław,Przedszkole,2015,17,17,17.0
Wodzisław,Szkoła podstawowa,2006,7,34,15.5
Wodzisław,Szkoła podstawowa,2007,8,36,16.666666666666668
Wodzisław,Szkoła podstawowa,2008,9,41,18.666666666666668
Wodzisław,Szkoła podstawowa,2009,9,43,19.666666666666668
Wodzisław,Szkoła podstawowa,2010,8,36,16.666666666666668
Wodzisław,Szkoła podstawowa,2011,7,34,15.5
Wodzisław Śląski,Liceum ogólnokształcące,2000,6,241,75.75
Wodzisław Śląski,Liceum ogólnokształcące,2001,5,233,73.0
Wodzisław Śląski,Liceum ogólnokształcące,2002,5,233,73.0
Wodzisław Śląski,Przedszkole,2012,18,29,23.375
Wodzisław Śląski,Przedszkole,2013,18,30,24.25
Wodzisław Śląski,Przedszkole,2014,18,30,24.25
Wodzisław Śląski,Przedszkole,2015,20,33,26.375
Wodzisław Śląski,Szkoła podstawowa,2006,25,75,49.333333333333336
Wodzisław Śląski,Szkoła podstawowa,2007,28,85,55.666666666666664
Wodzisław Śląski,Szkoła podstawowa,2008,28,85,55.666666666666664
Wodzisław Śląski,Szkoła podstawowa,2009,26,80,52.5
Wodzisław Śląski,Szkoła podstawowa,2010,25,75,49.333333333333336
Wodzisław Śląski,Szkoła podstawowa,2011,23,70,46.0
Wodzisław Śląski,Szkoła policealna,1994,2,30,9.2
Wodzisław Śląski,Szkoła policealna,1995,2,30,9.2
Wodzisław Śląski,Szkoła policealna,1996,2,28,8.6
Wodzisław Śląski,Szkoła policealna,1997,2,26,8.2
Wodzisław Śląski,Szkoła policealna,1998,2,25,7.6
Wodzisław Śląski,Szkoła policealna,1999,2,25,7.6
Wohyń,Przedszkole,2012,2,2,2.0
Wohyń,Przedszkole,2013,2,2,2.0
Wohyń,Przedszkole,2014,2,2,2.0
Wohyń,Przedszkole,2015,2,2,2.0
Wohyń,Szkoła podstawowa,2006,5,13,8.75
Wohyń,Szkoła podstawowa,2007,5,13,8.75
Wohyń,Szkoła podstawowa,2008,5,12,8.25
Wohyń,Szkoła podstawowa,2009,5,12,8.25
Wohyń,Szkoła podstawowa,2010,5,12,8.0
Wohyń,Szkoła podstawowa,2011,4,11,7.25
Wojaszówka,Przedszkole,2012,76,76,76.0
Wojaszówka,Przedszkole,2013,70,70,70.0
Wojaszówka,Przedszkole,2014,67,67,67.0
Wojaszówka,Przedszkole,2015,76,76,76.0
Wojaszówka,Szkoła podstawowa,2006,7,43,20.166666666666668
Wojaszówka,Szkoła podstawowa,2007,8,48,22.666666666666668
Wojaszówka,Szkoła podstawowa,2008,7,43,20.166666666666668
Wojaszówka,Szkoła podstawowa,2009,7,40,19.166666666666668
Wojaszówka,Szkoła podstawowa,2010,6,37,17.666666666666668
Wojaszówka,Szkoła podstawowa,2011,7,40,19.166666666666668
Wojciechowice,Szkoła podstawowa,2006,10,33,16.25
Wojciechowice,Szkoła podstawowa,2007,10,35,17.25
Wojciechowice,Szkoła podstawowa,2008,10,35,17.25
Wojciechowice,Szkoła podstawowa,2009,10,33,16.25
Wojciechowice,Szkoła podstawowa,2010,9,29,14.5
Wojciechowice,Szkoła podstawowa,2011,9,29,14.5
Wojciechów,Szkoła podstawowa,2006,17,61,28.6
Wojciechów,Szkoła podstawowa,2007,17,61,28.6
Wojciechów,Szkoła podstawowa,2008,16,58,27.2
Wojciechów,Szkoła podstawowa,2009,15,54,25.6
Wojciechów,Szkoła podstawowa,2010,13,48,22.4
Wojciechów,Szkoła podstawowa,2011,11,41,19.2
Wojcieszków,Szkoła podstawowa,2006,6,26,12.333333333333334
Wojcieszków,Szkoła podstawowa,2007,6,26,12.333333333333334
Wojcieszków,Szkoła podstawowa,2008,6,26,12.333333333333334
Wojcieszków,Szkoła podstawowa,2009,5,25,11.833333333333334
Wojcieszków,Szkoła podstawowa,2010,6,26,12.333333333333334
Wojcieszków,Szkoła podstawowa,2011,5,23,11.166666666666666
Wojcieszów,Przedszkole,2012,21,21,21.0
Wojcieszów,Przedszkole,2013,23,23,23.0
Wojcieszów,Przedszkole,2014,27,27,27.0
Wojcieszów,Przedszkole,2015,25,25,25.0
Wojcieszów,Szkoła podstawowa,2006,45,45,45.0
Wojcieszów,Szkoła podstawowa,2007,42,42,42.0
Wojcieszów,Szkoła podstawowa,2008,57,57,57.0
Wojcieszów,Szkoła podstawowa,2009,60,60,60.0
Wojcieszów,Szkoła podstawowa,2010,45,45,45.0
Wojcieszów,Szkoła podstawowa,2011,37,37,37.0
Wojkowice,Przedszkole,2012,52,52,52.0
Wojkowice,Przedszkole,2013,50,50,50.0
Wojkowice,Przedszkole,2014,48,48,48.0
Wojkowice,Przedszkole,2015,42,42,42.0
Wojkowice,Szkoła podstawowa,2006,46,55,50.5
Wojkowice,Szkoła podstawowa,2007,46,55,50.5
Wojkowice,Szkoła podstawowa,2008,40,49,44.5
Wojkowice,Szkoła podstawowa,2009,48,59,53.5
Wojkowice,Szkoła podstawowa,2010,46,55,50.5
Wojkowice,Szkoła podstawowa,2011,40,49,44.5
Wojnicz,Przedszkole,2012,9,29,14.6
Wojnicz,Przedszkole,2013,9,29,14.6
Wojnicz,Przedszkole,2014,9,29,14.6
Wojnicz,Przedszkole,2015,9,29,14.6
Wojnicz,Szkoła podstawowa,2006,10,112,44.333333333333336
Wojnicz,Szkoła podstawowa,2007,11,119,47.333333333333336
Wojnicz,Szkoła podstawowa,2008,11,119,47.333333333333336
Wojnicz,Szkoła podstawowa,2009,11,119,47.333333333333336
Wojnicz,Szkoła podstawowa,2010,11,119,47.333333333333336
Wojnicz,Szkoła podstawowa,2011,10,112,44.333333333333336
Wojsławice,Szkoła podstawowa,2006,53,53,53.0
Wojsławice,Szkoła podstawowa,2007,61,61,61.0
Wojsławice,Szkoła podstawowa,2008,68,68,68.0
Wojsławice,Szkoła podstawowa,2009,61,61,61.0
Wojsławice,Szkoła podstawowa,2010,61,61,61.0
Wojsławice,Szkoła podstawowa,2011,57,57,57.0
Wola Krzysztoporska,Przedszkole,2012,5,24,11.8
Wola Krzysztoporska,Przedszkole,2013,5,23,11.6
Wola Krzysztoporska,Przedszkole,2014,4,21,10.4
Wola Krzysztoporska,Przedszkole,2015,5,24,11.8
Wola Krzysztoporska,Szkoła podstawowa,2006,12,79,36.166666666666664
Wola Krzysztoporska,Szkoła podstawowa,2007,12,75,34.333333333333336
Wola Krzysztoporska,Szkoła podstawowa,2008,12,79,36.166666666666664
Wola Krzysztoporska,Szkoła podstawowa,2009,12,79,36.166666666666664
Wola Krzysztoporska,Szkoła podstawowa,2010,12,79,36.166666666666664
Wola Krzysztoporska,Szkoła podstawowa,2011,12,75,34.333333333333336
Wola Mysłowska,Szkoła podstawowa,2006,11,19,14.75
Wola Mysłowska,Szkoła podstawowa,2007,14,25,19.25
Wola Mysłowska,Szkoła podstawowa,2008,13,24,18.25
Wola Mysłowska,Szkoła podstawowa,2009,12,21,16.0
Wola Mysłowska,Szkoła podstawowa,2010,14,25,19.25
Wola Mysłowska,Szkoła podstawowa,2011,15,26,20.25
Wola Uhruska,Szkoła podstawowa,2006,6,15,10.5
Wola Uhruska,Szkoła podstawowa,2007,6,15,10.5
Wola Uhruska,Szkoła podstawowa,2008,6,15,10.5
Wola Uhruska,Szkoła podstawowa,2009,5,14,9.5
Wola Uhruska,Szkoła podstawowa,2010,4,11,7.5
Wola Uhruska,Szkoła podstawowa,2011,4,10,7.0
Wolanów,Przedszkole,2012,10,49,29.5
Wolanów,Przedszkole,2013,9,48,28.5
Wolanów,Przedszkole,2014,9,48,28.5
Wolanów,Przedszkole,2015,9,48,28.5
Wolanów,Szkoła podstawowa,2006,15,81,41.75
Wolanów,Szkoła podstawowa,2007,17,91,46.75
Wolanów,Szkoła podstawowa,2008,16,86,44.25
Wolanów,Szkoła podstawowa,2009,14,76,39.25
Wolanów,Szkoła podstawowa,2010,13,71,36.75
Wolanów,Szkoła podstawowa,2011,13,71,36.75
Wolbrom,Przedszkole,2012,3,9,6.2
Wolbrom,Przedszkole,2013,3,9,6.2
Wolbrom,Przedszkole,2014,2,9,6.0
Wolbrom,Przedszkole,2015,3,9,6.2
Wolbrom,Szkoła podstawowa,2006,2,33,16.142857142857142
Wolbrom,Szkoła podstawowa,2007,2,35,17.142857142857142
Wolbrom,Szkoła podstawowa,2008,2,35,17.142857142857142
Wolbrom,Szkoła podstawowa,2009,2,35,17.142857142857142
Wolbrom,Szkoła podstawowa,2010,2,35,17.142857142857142
Wolbrom,Szkoła podstawowa,2011,2,33,16.142857142857142
Wolbórz,Gimnazjum,2003,22,22,22.0
Wolbórz,Gimnazjum,2004,21,21,21.0
Wolbórz,Gimnazjum,2005,19,19,19.0
Wolbórz,Przedszkole,2012,3,25,16.333333333333332
Wolbórz,Przedszkole,2013,3,25,16.333333333333332
Wolbórz,Przedszkole,2014,2,24,15.333333333333334
Wolbórz,Przedszkole,2015,3,26,17.0
Wolbórz,Szkoła podstawowa,2006,10,66,29.5
Wolbórz,Szkoła podstawowa,2007,10,70,31.25
Wolbórz,Szkoła podstawowa,2008,9,62,27.75
Wolbórz,Szkoła podstawowa,2009,10,66,29.5
Wolbórz,Szkoła podstawowa,2010,10,66,29.5
Wolbórz,Szkoła podstawowa,2011,8,54,24.25
Wolin,Liceum ogólnokształcące,2000,10,11,10.5
Wolin,Liceum ogólnokształcące,2001,10,11,10.5
Wolin,Liceum ogólnokształcące,2002,10,11,10.5
Wolin,Przedszkole,2012,28,28,28.0
Wolin,Przedszkole,2013,23,23,23.0
Wolin,Przedszkole,2014,23,23,23.0
Wolin,Przedszkole,2015,26,26,26.0
Wolin,Szkoła podstawowa,2006,12,97,31.0
Wolin,Szkoła podstawowa,2007,14,109,34.666666666666664
Wolin,Szkoła podstawowa,2008,13,103,32.833333333333336
Wolin,Szkoła podstawowa,2009,11,86,27.5
Wolin,Szkoła podstawowa,2010,11,92,29.333333333333332
Wolin,Szkoła podstawowa,2011,11,92,29.333333333333332
Wolin,Szkoła policealna,1994,4,4,4.0
Wolin,Szkoła policealna,1995,4,4,4.0
Wolin,Szkoła policealna,1996,3,3,3.0
Wolin,Szkoła policealna,1997,3,3,3.0
Wolin,Szkoła policealna,1998,3,3,3.0
Wolin,Szkoła policealna,1999,3,3,3.0
Wolsztyn,Liceum ogólnokształcące,2000,21,21,21.0
Wolsztyn,Liceum ogólnokształcące,2001,20,20,20.0
Wolsztyn,Liceum ogólnokształcące,2002,21,21,21.0
Wolsztyn,Przedszkole,2012,3,38,19.142857142857142
Wolsztyn,Przedszkole,2013,3,38,19.142857142857142
Wolsztyn,Przedszkole,2014,4,40,20.142857142857142
Wolsztyn,Przedszkole,2015,4,43,21.714285714285715
Wolsztyn,Szkoła podstawowa,2006,3,134,61.5
Wolsztyn,Szkoła podstawowa,2007,3,134,61.5
Wolsztyn,Szkoła podstawowa,2008,3,126,58.0
Wolsztyn,Szkoła podstawowa,2009,3,119,54.625
Wolsztyn,Szkoła podstawowa,2010,3,119,54.625
